id,course_id,title,content_type,order,xp_reward,created_at,section_id,duration
fondo-de-emergencia-vs-seguro-diferencia,course-16-3,Fondo de emergencia vs seguro (diferencia),reading,1,50,2026-03-26 00:16:46.664,,5
frases-heredadas-que-me-limitan,course-1-3,Frases heredadas que me limitan,reading,3,50,2026-03-26 00:14:07.694,,5
fugas-de-dinero-las-3-tipicas,course-5-2,Fugas de dinero (las 3 típicas),reading,2,50,2026-03-26 00:14:48.964,,5
gastar-mas-de-lo-que-entra-senales,course-5-2,Gastar más de lo que entra (señales),reading,3,50,2026-03-26 00:14:49.529,,5
gastos-discrecionales-lo-que-si-eliges,course-4-1,Gastos discrecionales (lo que sí eliges),reading,3,50,2026-03-26 00:14:35.765,,5
gastos-fijos-vs-variables,course-4-1,Gastos fijos vs variables,reading,1,50,2026-03-26 00:14:34.67,,5
habilidades-de-alto-valor-high-income-skills,course-2-2,Habilidades de Alto Valor (High-Income Skills),reading,1,50,2026-03-26 00:14:14.897,,5
habilidades-que-pagan-como-elegir,course-22-1,Habilidades que pagan (cómo elegir),reading,3,50,2026-03-26 00:17:43.549,,5
habito-de-cierre-mensual,course-7-1,Hábito de “cierre mensual”,reading,5,50,2026-03-26 00:15:08.194,,5
habito-minimo-cuando-no-tienes-ganas,course-7-2,Hábito mínimo (cuando no tienes ganas),reading,4,50,2026-03-26 00:15:11.027,,5
habitos-que-construyen-patrimonio,course-27-2,Hábitos que construyen patrimonio,reading,1,50,2026-03-26 00:18:37.712,,5
horizonte-de-inversion-tiempo,course-24-1,Horizonte de inversión (tiempo),reading,2,50,2026-03-26 00:18:03.718,,5
identificar-mi-definicion-personal-del-dinero,course-1-1,Identificar mi “definición personal” del dinero,reading,5,50,2026-03-26 00:14:02.19,,5
imprevistos-y-colchon,course-10-1,Imprevistos y colchón,reading,3,50,2026-03-26 00:15:38.46,,5
impuestos-visibles-e-invisibles,course-17-1,Impuestos visibles e invisibles,reading,4,50,2026-03-26 00:16:52.066,,5
indicadores-basicos-ventas-margen-flujo,course-30-3,"Indicadores básicos (ventas, margen, flujo)",reading,4,50,2026-03-26 00:19:13.876,,5
inflacion-e-inversion-idea-base,course-20-3,Inflación e inversión (idea base),reading,4,50,2026-03-26 00:17:29.821,,5
inflacion-vs-que-todo-esta-caro,course-20-1,Inflación vs “que todo está caro”,reading,3,50,2026-03-26 00:17:22.645,,5
inflacion-y-deuda-que-conviene,course-20-3,Inflación y deuda (qué conviene),reading,3,50,2026-03-26 00:17:29.281,,5
ingreso-activo-vs-pasivo-la-realidad,course-2-1,Ingreso Activo vs Pasivo: La Realidad,reading,2,50,2026-03-26 00:14:12.178,,5
ingreso-activo-vs-variable-ejemplos-reales,course-22-1,Ingreso activo vs variable (ejemplos reales),reading,2,50,2026-03-26 00:17:42.896,,5
ingreso-de-portafolio-dinero-que-genera-dinero,course-2-1,Ingreso de Portafolio: Dinero que genera dinero,reading,4,50,2026-03-26 00:14:13.27,,5
ingresos-costos-y-utilidad-negocio,course-30-1,"Ingresos, costos y utilidad (negocio)",reading,1,50,2026-03-26 00:19:05.901,,5
ingresos-fijos-vs-variables,course-5-1,Ingresos fijos vs variables,reading,2,50,2026-03-26 00:14:45.708,,5
ingresos-irregulares-como-manejarlos,course-5-1,Ingresos irregulares (cómo manejarlos),reading,3,50,2026-03-26 00:14:46.256,,5
ingresos-recurrentes-tu-ejercito-de-centavos,course-2-3,Ingresos Recurrentes: Tu ejército de centavos,reading,4,50,2026-03-26 00:14:19.814,,5
ingresos-y-obligaciones-concepto,course-17-3,Ingresos y obligaciones (concepto),reading,1,50,2026-03-26 00:16:57.002,,5
interes-a-tu-favor-vs-en-tu-contra,course-15-1,Interés a tu favor vs en tu contra,reading,3,50,2026-03-26 00:16:30.742,,5
interes-compuesto-en-ahorroinversion-idea,course-15-3,Interés compuesto en ahorro/inversión (idea),reading,4,50,2026-03-26 00:16:37.814,,5
interes-en-deudas-estrategia-para-reducirlo,course-15-3,Interés en deudas: estrategia para reducirlo,reading,3,50,2026-03-26 00:16:37.266,,5
interes-en-tarjetas-como-evitarlo-siempre,course-15-3,Interés en tarjetas: cómo evitarlo siempre,reading,2,50,2026-03-26 00:16:36.723,,5
interes-simple-vs-compuesto-con-ejemplo,course-15-1,Interés simple vs compuesto (con ejemplo),reading,2,50,2026-03-26 00:16:30.203,,5
intereses-moratorios-pagar-tarde-sale-caro,course-15-2,Intereses moratorios (pagar tarde sale caro),reading,3,50,2026-03-26 00:16:34.013,,5
invertir-en-ti-el-roi-de-tu-educacion,course-2-2,Invertir en ti: El ROI de tu educación,reading,3,50,2026-03-26 00:14:16,,5
isr-explicado-simple-idea-general,course-17-1,ISR explicado simple (idea general),reading,3,50,2026-03-26 00:16:51.523,,5
iva-explicado-facil-en-tu-vida-diaria,course-17-1,IVA explicado fácil (en tu vida diaria),reading,2,50,2026-03-26 00:16:50.989,,5
libertad-como-margen-y-opciones,course-29-1,Libertad como margen y opciones,reading,4,50,2026-03-26 00:18:57.524,,5
libertad-vs-apariencia-de-libertad,course-29-1,Libertad vs apariencia de libertad,reading,3,50,2026-03-26 00:18:57.002,,5
limites-personales-cuanto-si-gastar-con-tarjeta,course-12-3,Límites personales: cuánto sí gastar con tarjeta,reading,1,50,2026-03-26 00:16:04.963,,5
limpieza-cancelar-y-optimizar,course-4-3,Limpieza: cancelar y optimizar,reading,5,50,2026-03-26 00:14:43.523,,5
liquidez-cuando-importa,course-24-1,Liquidez: cuándo importa,reading,4,50,2026-03-26 00:18:04.801,,5
lista-real-de-deudas-como-organizarla,course-14-2,Lista real de deudas (cómo organizarla),reading,1,50,2026-03-26 00:16:22.487,,5
mantener-constancia-3-meses,course-8-3,Mantener constancia 3 meses,reading,5,50,2026-03-26 00:15:25.327,,5
mantener-habitos-cuando-ya-te-va-bien,course-29-3,Mantener hábitos cuando ya te va bien,reading,4,50,2026-03-26 00:19:03.788,,5
manual-personal-de-dinero-version-1,course-10-3,Manual personal de dinero (versión 1),reading,5,50,2026-03-26 00:15:46.273,,5
margen-como-habito-no-accidente,course-5-3,Margen como hábito (no accidente),reading,4,50,2026-03-26 00:14:53.345,,5
margen-por-que-importa,course-30-1,Margen: por qué importa,reading,3,50,2026-03-26 00:19:06.949,,5
medir-avance-simple,course-9-3,Medir avance simple,reading,1,50,2026-03-26 00:15:33.534,,5
meses-sin-intereses-cuando-conviene-y-cuando-no,course-15-3,Meses sin intereses: cuándo conviene y cuándo no,reading,1,50,2026-03-26 00:16:36.176,,5
meta-especifica-y-medible,course-9-1,Meta específica y medible,reading,1,50,2026-03-26 00:15:26.959,,5
meta-realista-vs-fantasia,course-9-1,Meta realista vs fantasía,reading,3,50,2026-03-26 00:15:28.047,,5
meta-vs-antojos-decision,course-9-2,Meta vs antojos (decisión),reading,2,50,2026-03-26 00:15:30.778,,5
metodo-avalancha-matematica,course-14-2,Método avalancha (matemática),reading,4,50,2026-03-26 00:16:24.142,,5
metodo-bola-de-nieve-motivacion,course-14-2,Método bola de nieve (motivación),reading,3,50,2026-03-26 00:16:23.6,,5
metrica-simple-de-avance-sin-complicar,course-29-3,Métrica simple de avance (sin complicar),reading,1,50,2026-03-26 00:19:02.217,,5
metricas-personales-3-indicadores,course-28-3,Métricas personales (3 indicadores),reading,1,50,2026-03-26 00:18:51.472,,5
mi-checklist-mensual,course-7-3,Mi checklist mensual,reading,3,50,2026-03-26 00:15:13.766,,5
mi-checklist-semanal,course-7-3,Mi checklist semanal,reading,2,50,2026-03-26 00:15:13.217,,5
mi-regla-de-no-deuda-mala,course-7-3,Mi regla de “no deuda mala”,reading,4,50,2026-03-26 00:15:14.311,,5
mi-sistema-completo-resumen,course-7-3,Mi sistema completo (resumen),reading,5,50,2026-03-26 00:15:14.858,,5
micro-ahorros-diarios,course-8-3,Micro-ahorros diarios,reading,3,50,2026-03-26 00:15:24.126,,5
micro-habitos-para-evitar-impulsos,course-3-2,Micro-hábitos para evitar impulsos,reading,3,50,2026-03-26 00:14:27.609,,5
mini-caso-elegir-la-mejor-cuenta-para-un-estudiante,course-11-3,Mini caso: elegir la mejor cuenta para un estudiante,reading,5,50,2026-03-26 00:15:56.756,,5
mini-caso-tarjeta-bien-usada-vs-mal-usada,course-12-3,Mini caso: tarjeta bien usada vs mal usada,reading,5,50,2026-03-26 00:16:07.132,,5
mini-plan-como-subir-ingreso-con-habilidad,course-22-1,Mini plan: cómo subir ingreso con habilidad,reading,5,50,2026-03-26 00:17:44.644,,5
mini-plan-de-90-dias-para-construir-historial,course-13-2,Mini plan de 90 días para construir historial,reading,5,50,2026-03-26 00:16:14.35,,5
mini-practica-calcular-patrimonio-neto-basico,course-27-1,Mini práctica: calcular patrimonio neto básico,reading,5,50,2026-03-26 00:18:36.639,,5
mini-practica-clasificar-10-ejemplos,course-21-1,Mini práctica: clasificar 10 ejemplos,reading,5,50,2026-03-26 00:17:34.162,,5
mini-practica-detectar-mala-diversificacion,course-26-1,Mini práctica: detectar mala diversificación,reading,5,50,2026-03-26 00:18:26.214,,5
mini-practica-elegir-ahorro-vs-inversion-en-5-casos,course-24-1,Mini práctica: elegir ahorro vs inversión en 5 casos,reading,5,50,2026-03-26 00:18:05.349,,5
mini-practica-identificar-libertad-real-en-escenarios,course-29-1,Mini práctica: identificar libertad real en escenarios,reading,5,50,2026-03-26 00:18:58.045,,5
mini-practica-identificar-riesgos-en-escenarios,course-25-1,Mini práctica: identificar riesgos en escenarios,reading,5,50,2026-03-26 00:18:15.767,,5
mini-practica-identificar-si-algo-cobra-interes,course-15-1,Mini práctica: identificar si algo “cobra interés”,reading,5,50,2026-03-26 00:16:31.819,,5
mini-reto-semana-con-control-digital,course-19-3,Mini reto: semana con control digital,reading,5,50,2026-03-26 00:17:19.958,,5
mini-simulacion-compra-segura-vs-riesgosa,course-18-3,Mini simulación: compra segura vs riesgosa,reading,5,50,2026-03-26 00:17:09.606,,5
mini-simulacion-inflacion-y-poder-de-compra,course-20-2,Mini simulación: inflación y poder de compra,reading,5,50,2026-03-26 00:17:27.025,,5
mini-simulacion-ingreso-impuesto-simple,course-17-3,Mini simulación: ingreso + impuesto (simple),reading,5,50,2026-03-26 00:16:59.27,,5
mis-primeras-creencias-sobre-el-dinero,course-1-3,Mis primeras creencias sobre el dinero,reading,1,50,2026-03-26 00:14:06.602,,5
mis-prioridades-reales-orden,course-28-1,Mis prioridades reales (orden),reading,1,50,2026-03-26 00:18:44.948,,5
mis-reglas-de-ahorro-minimos,course-28-1,Mis reglas de ahorro (mínimos),reading,3,50,2026-03-26 00:18:46.025,,5
mis-reglas-de-deuda-limites,course-28-1,Mis reglas de deuda (límites),reading,4,50,2026-03-26 00:18:46.568,,5
mis-reglas-de-gasto-claras,course-28-1,Mis reglas de gasto (claras),reading,2,50,2026-03-26 00:18:45.487,,5
mitos-del-buro-lo-que-la-gente-cree-mal,course-13-1,Mitos del buró (lo que la gente cree mal),reading,4,50,2026-03-26 00:16:10.39,,5
motivacion-vs-disciplina,course-7-2,Motivación vs disciplina,reading,1,50,2026-03-26 00:15:09.289,,5
multas-recargos-y-por-que-pagar-tarde-pega,course-17-2,"Multas, recargos y “por qué pagar tarde pega”",reading,4,50,2026-03-26 00:16:55.377,,5
necesidad-vs-deseo,course-4-1,Necesidad vs deseo,reading,2,50,2026-03-26 00:14:35.212,,5
negociar-con-el-banco-que-pedir,course-13-3,Negociar con el banco (qué pedir),reading,3,50,2026-03-26 00:16:16.509,,5
no-apostar-todo-a-una-sola-jugada,course-25-3,No apostar todo a una sola jugada,reading,4,50,2026-03-26 00:18:21.864,,5
no-poner-todo-en-uno-casos-reales,course-26-1,No poner todo en uno (casos reales),reading,2,50,2026-03-26 00:18:24.585,,5
orden-digital-de-recibostickets,course-19-3,Orden digital de recibos/tickets,reading,3,50,2026-03-26 00:17:18.88,,5
pagarte-a-ti-primero,course-8-1,Pagarte a ti primero,reading,2,50,2026-03-26 00:15:17.044,,5
pago-minimo-por-que-es-trampa,course-15-2,Pago mínimo: por qué es trampa,reading,2,50,2026-03-26 00:16:33.451,,5
pago-minimo-vs-pago-para-no-generar-intereses,course-12-2,Pago mínimo vs pago para no generar intereses,reading,3,50,2026-03-26 00:16:02.779,,5
para-que-sirve-una-factura-realmente,course-17-2,Para qué sirve una factura realmente,reading,2,50,2026-03-26 00:16:54.25,,5
pasivo-casi-siempre-requiere-trabajo-antes,course-23-1,“Pasivo” casi siempre requiere trabajo antes,reading,3,50,2026-03-26 00:17:53.892,,5
pasivo-pequeno-vs-pasivo-grande,course-23-2,Pasivo pequeño vs pasivo grande,reading,4,50,2026-03-26 00:17:57.68,,5
patrimonio-vs-ingreso-diferencia,course-27-1,Patrimonio vs ingreso (diferencia),reading,4,50,2026-03-26 00:18:36.078,,5
pausa-financiera-reglas-anti-impulso,course-1-2,Pausa financiera (reglas anti-impulso),reading,3,50,2026-03-26 00:14:04.377,,5
pensar-en-decadas-sin-volverte-loco,course-27-3,Pensar en décadas sin volverte loco,reading,1,50,2026-03-26 00:18:41.013,,5
perdidas-como-se-ven-y-como-se-manejan,course-25-2,Pérdidas: cómo se ven y cómo se manejan,reading,4,50,2026-03-26 00:18:18.597,,5
perfil-conservadormoderadoagresivo,course-25-2,Perfil conservador/moderado/agresivo,reading,1,50,2026-03-26 00:18:16.881,,5
phishing-links-falsos-y-mensajes-urgentes,course-18-1,Phishing: links falsos y mensajes urgentes,reading,2,50,2026-03-26 00:17:01.426,,5
plan-anual-de-patrimonio-simple,course-27-3,Plan anual de patrimonio (simple),reading,4,50,2026-03-26 00:18:42.659,,5
plan-anual-simple-metas,course-28-2,Plan anual simple (metas),reading,1,50,2026-03-26 00:18:48.199,,5
plan-basico-de-proteccion-personal,course-16-3,Plan básico de protección personal,reading,4,50,2026-03-26 00:16:48.298,,5
plan-de-30-dias,course-10-1,Plan de 30 días,reading,1,50,2026-03-26 00:15:37.359,,5
plan-de-accion-duplicar-tu-valor-de-mercado,course-2-3,Plan de Acción: Duplicar tu valor de mercado,reading,5,50,2026-03-26 00:14:20.363,,5
plan-de-inversion-simple-reglas,course-24-3,Plan de inversión simple (reglas),reading,4,50,2026-03-26 00:18:11.332,,5
plan-de-recorte-si-me-paso,course-10-1,Plan de recorte si me paso,reading,4,50,2026-03-26 00:15:39.002,,5
plan-para-salir-de-deuda-en-306090-dias,course-14-3,Plan para salir de deuda en 30/60/90 días,reading,1,50,2026-03-26 00:16:25.778,,5
plan-simple-para-epocas-caras,course-20-3,Plan simple para “épocas caras”,reading,5,50,2026-03-26 00:17:30.37,,5
plan-trimestral-simple,course-10-2,Plan trimestral simple,reading,1,50,2026-03-26 00:15:40.746,,5
por-que-a-ti-te-importa-aunque-seas-joven,course-17-1,¿Por qué a ti te importa aunque seas joven?,reading,5,50,2026-03-26 00:16:52.608,,5
por-que-el-historial-afecta-renta-creditos-y-mas,course-13-1,"¿Por qué el historial afecta renta, créditos y más?",reading,5,50,2026-03-26 00:16:10.932,,5
por-que-el-mercado-paga-lo-que-paga,course-2-1,¿Por qué el mercado paga lo que paga?,reading,1,50,2026-03-26 00:14:11.637,,5
por-que-el-tiempo-es-el-factor-mas-fuerte,course-15-1,¿Por qué el tiempo es el factor más fuerte?,reading,4,50,2026-03-26 00:16:31.284,,5
por-que-existen-los-impuestos-sin-politica,course-17-1,¿Por qué existen los impuestos (sin política)?,reading,1,50,2026-03-26 00:16:50.451,,5
por-que-suben-precios-causas-simples,course-20-1,¿Por qué suben precios (causas simples)?,reading,2,50,2026-03-26 00:17:22.109,,5
post-compra-culpa-y-aprendizaje,course-3-2,Post-compra: culpa y aprendizaje,reading,4,50,2026-03-26 00:14:28.148,,5
precio-vs-valor-sin-pena-cobrar,course-30-2,Precio vs valor (sin pena cobrar),reading,1,50,2026-03-26 00:19:09.047,,5
presion-social-en-decisiones-escenarios,course-3-3,Presión social en decisiones (escenarios),reading,3,50,2026-03-26 00:14:30.865,,5
presupuesto-flexible-vida-real,course-6-1,Presupuesto flexible (vida real),reading,3,50,2026-03-26 00:14:56.731,,5
presupuesto-por-categorias,course-6-1,Presupuesto por categorías,reading,4,50,2026-03-26 00:14:57.282,,5
presupuesto-sostenible-no-perfecto,course-6-3,Presupuesto sostenible (no perfecto),reading,5,50,2026-03-26 00:15:04.357,,5
prever-gastos-del-mes,course-10-1,Prever gastos del mes,reading,2,50,2026-03-26 00:15:37.912,,5
primero-activo-luego-ingreso-pasivo,course-23-2,"Primero activo, luego ingreso pasivo",reading,1,50,2026-03-26 00:17:56.053,,5
prioridades-que-va-primero,course-6-2,Prioridades: qué va primero,reading,2,50,2026-03-26 00:14:59.461,,5
priorizar-activos-antes-de-lujos-sin-moralina,course-21-3,Priorizar activos antes de lujos (sin moralina),reading,3,50,2026-03-26 00:17:39.653,,5
priorizar-que-pagar-primero-y-por-que,course-14-2,Priorizar: qué pagar primero y por qué,reading,2,50,2026-03-26 00:16:23.04,,5
probabilidad-vs-impacto-lo-importante,course-16-1,Probabilidad vs impacto (lo importante),reading,3,50,2026-03-26 00:16:41.073,,5
productos-financieros-que-son-y-como-se-comparan,course-11-1,Productos financieros: qué son y cómo se comparan,reading,3,50,2026-03-26 00:15:49.004,,5
protegerte-sin-panico-reglas,course-20-3,Protegerte sin pánico (reglas),reading,1,50,2026-03-26 00:17:28.208,,5
publicidad-como-te-manipula,course-3-1,Publicidad: cómo te manipula,reading,2,50,2026-03-26 00:14:23.782,,5
puntaje-que-significa-y-que-no-significa,course-13-1,Puntaje: qué significa y qué NO significa,reading,3,50,2026-03-26 00:16:09.852,,5
que-cambia-si-trabajas-formal-vs-informal-simple,course-17-3,¿Qué cambia si trabajas formal vs informal (simple)?,reading,2,50,2026-03-26 00:16:57.65,,5
que-conviene-primero-segun-tu-situacion,course-16-3,¿Qué conviene primero según tu situación?,reading,2,50,2026-03-26 00:16:47.21,,5
que-cosas-lo-suben-y-que-cosas-lo-bajan,course-13-1,¿Qué cosas lo suben y qué cosas lo bajan?,reading,2,50,2026-03-26 00:16:09.304,,5
que-decisiones-ayudan-ahorro-gasto-ingresos,course-20-3,"¿Qué decisiones ayudan (ahorro, gasto, ingresos)?",reading,2,50,2026-03-26 00:17:28.745,,5
que-es-credito-y-cuando-si-conviene,course-12-1,¿Qué es crédito y cuándo sí conviene?,reading,1,50,2026-03-26 00:15:58.367,,5
que-es-diversificar-y-por-que-funciona,course-26-1,¿Qué es diversificar y por qué funciona?,reading,1,50,2026-03-26 00:18:24.038,,5
que-es-el-dinero-para-mi,course-1-1,¿Qué es el dinero para mí?,reading,1,50,2026-03-26 00:13:59.986,,5
que-es-el-sistema-financiero-en-corto-y-claro,course-11-1,¿Qué es el sistema financiero (en corto y claro)?,reading,1,50,2026-03-26 00:15:47.92,,5
que-es-historial-crediticio-en-simple,course-13-1,¿Qué es historial crediticio (en simple)?,reading,1,50,2026-03-26 00:16:08.763,,5
que-es-inflacion-sin-tecnicismos,course-20-1,¿Qué es inflación (sin tecnicismos)?,reading,1,50,2026-03-26 00:17:21.554,,5
que-es-interes-en-1-minuto,course-15-1,¿Qué es interés (en 1 minuto)?,reading,1,50,2026-03-26 00:16:29.663,,5
que-es-libertad-financiera-realista,course-29-1,¿Qué es libertad financiera (realista)?,reading,1,50,2026-03-26 00:18:55.954,,5
que-es-patrimonio-neto-simple,course-27-1,¿Qué es patrimonio neto (simple)?,reading,1,50,2026-03-26 00:18:34.436,,5
que-es-riesgo-financiero-con-ejemplos,course-16-1,¿Qué es riesgo financiero (con ejemplos)?,reading,1,50,2026-03-26 00:16:39.984,,5
que-es-un-activo-simple-y-medible,course-21-1,¿Qué es un activo (simple y medible)?,reading,1,50,2026-03-26 00:17:32.002,,5
que-es-un-pasivo-simple-y-medible,course-21-1,¿Qué es un pasivo (simple y medible)?,reading,2,50,2026-03-26 00:17:32.533,,5
que-es-un-presupuesto-real,course-6-1,¿Qué es un presupuesto real?,reading,1,50,2026-03-26 00:14:55.63,,5
que-es-un-seguro-y-como-funciona,course-16-2,¿Qué es un seguro y cómo funciona?,reading,1,50,2026-03-26 00:16:43.37,,5
que-es-un-trigger-de-compra,course-3-1,¿Qué es un trigger de compra?,reading,1,50,2026-03-26 00:14:23.123,,5
que-es-valor-en-el-mercado-simple,course-22-2,¿Qué es “valor” en el mercado (simple)?,reading,1,50,2026-03-26 00:17:45.732,,5
que-es-y-por-que-existe,course-8-2,¿Qué es y por qué existe?,reading,1,50,2026-03-26 00:15:19.77,,5
que-espero-del-dinero,course-1-1,¿Qué espero del dinero?,reading,2,50,2026-03-26 00:14:00.537,,5
que-hace-un-banco-con-tu-dinero-sin-humo,course-11-1,¿Qué hace un banco con tu dinero (sin humo)?,reading,2,50,2026-03-26 00:15:48.465,,5
que-hacer-cuando-me-salgo,course-6-3,¿Qué hacer cuando me salgo?,reading,2,50,2026-03-26 00:15:02.728,,5
que-hacer-si-caes-en-fraude-pasos,course-18-2,¿Qué hacer si caes en fraude (pasos)?,reading,4,50,2026-03-26 00:17:05.823,,5
que-hacer-si-te-roban-el-celular-pasos,course-18-2,¿Qué hacer si te roban el celular (pasos)?,reading,3,50,2026-03-26 00:17:05.277,,5
que-hacer-si-tengo-ingresos-variables,course-6-2,¿Qué hacer si tengo ingresos variables?,reading,4,50,2026-03-26 00:15:00.568,,5
que-hacer-si-ya-te-estas-atorando,course-12-3,¿Qué hacer si ya te estás atorando?,reading,4,50,2026-03-26 00:16:06.584,,5
que-no-es-ingreso-pasivo-mitos,course-23-1,¿Qué NO es ingreso pasivo (mitos)?,reading,2,50,2026-03-26 00:17:53.35,,5
que-no-es-lujo-fama-dinero-infinito,course-29-1,"¿Qué NO es (lujo, fama, “dinero infinito”)?",reading,2,50,2026-03-26 00:18:56.479,,5
que-pasa-cuando-tu-perfil-no-coincide-con-tu-inversion,course-25-2,¿Qué pasa cuando tu perfil no coincide con tu inversión?,reading,2,50,2026-03-26 00:18:17.458,,5
que-pasa-si-siempre-quedo-en-0,course-5-3,¿Qué pasa si siempre quedo en 0?,reading,2,50,2026-03-26 00:14:52.251,,5
que-pasa-si-te-atrasas-impacto-real,course-13-3,¿Qué pasa si te atrasas (impacto real)?,reading,1,50,2026-03-26 00:16:15.434,,5
que-revisar-antes-de-firmaraceptar-algo,course-11-3,¿Qué revisar antes de firmar/aceptar algo?,reading,3,50,2026-03-26 00:15:55.555,,5
que-riesgos-se-previenen-con-habitos,course-16-1,¿Qué riesgos se previenen con hábitos?,reading,4,50,2026-03-26 00:16:41.62,,5
que-si-es-ingreso-pasivo,course-23-1,¿Qué sí es ingreso pasivo?,reading,1,50,2026-03-26 00:17:52.808,,5
que-significa-capacidad-de-pago,course-12-1,¿Qué significa “capacidad de pago”?,reading,3,50,2026-03-26 00:15:59.463,,5
que-son-y-por-que-importan,course-4-2,¿Qué son y por qué importan?,reading,1,50,2026-03-26 00:14:37.969,,5
recaidas-como-volver-sin-culpa,course-7-2,Recaídas: cómo volver sin culpa,reading,3,50,2026-03-26 00:15:10.49,,5
recompensas-sanas-por-avance,course-9-3,Recompensas sanas por avance,reading,4,50,2026-03-26 00:15:35.17,,5
reconstruir-el-fondo-despues,course-8-2,Reconstruir el fondo después,reading,5,50,2026-03-26 00:15:21.971,,5
recorte-inteligente-sin-sufrir,course-4-2,Recorte inteligente (sin “sufrir”),reading,3,50,2026-03-26 00:14:39.179,,5
redes-comparacion-y-presion,course-3-1,Redes: comparación y presión,reading,3,50,2026-03-26 00:14:24.32,,5
reescribir-creencias-en-reglas-utiles,course-1-3,Reescribir creencias en reglas útiles,reading,5,50,2026-03-26 00:14:08.895,,5
refinanciar-cuando-si-y-cuando-no,course-14-3,Refinanciar: cuándo sí y cuándo no,reading,3,50,2026-03-26 00:16:26.967,,5
registrar-gastos-metodo-simple,course-7-1,Registrar gastos (método simple),reading,1,50,2026-03-26 00:15:05.999,,5
regla-de-ahorro-minimo,course-10-3,Regla de ahorro mínimo,reading,4,50,2026-03-26 00:15:45.725,,5
regla-de-compras-grandes,course-10-3,Regla de compras grandes,reading,3,50,2026-03-26 00:15:45.184,,5
regla-de-compras-pausa,course-7-1,Regla de compras (pausa),reading,4,50,2026-03-26 00:15:07.647,,5
regla-de-oro-como-usar-tarjeta-sin-caer-en-deuda,course-12-2,Regla de oro: cómo usar tarjeta sin caer en deuda,reading,5,50,2026-03-26 00:16:03.863,,5
regla-de-oro-nunca-actuar-con-urgencia,course-18-3,Regla de oro: nunca actuar con urgencia,reading,1,50,2026-03-26 00:17:07.442,,5
regla-de-prioridades,course-10-3,Regla de prioridades,reading,2,50,2026-03-26 00:15:44.634,,5
regla-personal-anti-estatus,course-3-3,Regla personal anti-estatus,reading,5,50,2026-03-26 00:14:31.96,,5
reglas-basicas-para-manejar-tu-cuenta-sin-problemas,course-11-2,Reglas básicas para manejar tu cuenta sin problemas,reading,5,50,2026-03-26 00:15:53.378,,5
reglas-de-proteccion-del-patrimonio,course-27-3,Reglas de protección del patrimonio,reading,3,50,2026-03-26 00:18:42.106,,5
reglas-para-comprar-sin-destruir-tu-patrimonio,course-21-3,Reglas para comprar sin destruir tu patrimonio,reading,1,50,2026-03-26 00:17:38.549,,5
reglas-para-no-caer-en-promesas-falsas,course-23-2,Reglas para no caer en promesas falsas,reading,3,50,2026-03-26 00:17:57.142,,5
reglas-para-sostener-el-camino,course-29-2,Reglas para sostener el camino,reading,4,50,2026-03-26 00:19:00.661,,5
reglas-personales-de-gasto,course-10-3,Reglas personales de gasto,reading,1,50,2026-03-26 00:15:44.089,,5
reinvertir-vs-gastar-ganancias,course-27-2,Reinvertir vs gastar ganancias,reading,3,50,2026-03-26 00:18:38.814,,5
reinvertir-vs-sacar-ganancias-decision-clave,course-30-3,Reinvertir vs sacar ganancias (decisión clave),reading,1,50,2026-03-26 00:19:12.313,,5
rendimiento-esperado-vs-realidad,course-24-1,Rendimiento esperado vs realidad,reading,3,50,2026-03-26 00:18:04.248,,5
renta-fija-vs-renta-variable-simple,course-24-2,Renta fija vs renta variable (simple),reading,1,50,2026-03-26 00:18:06.448,,5
reto-semana-sin-gasto-hormiga,course-4-2,Reto: semana sin gasto hormiga,reading,5,50,2026-03-26 00:14:40.273,,5
revisar-semanal-10-min,course-7-1,Revisar semanal (10 min),reading,2,50,2026-03-26 00:15:06.552,,5
revisar-semanalmente,course-6-3,Revisar semanalmente,reading,3,50,2026-03-26 00:15:03.265,,5
revisar-y-corregir-a-mitad,course-10-2,Revisar y corregir a mitad,reading,5,50,2026-03-26 00:15:42.928,,5
revision-mensual-20-min,course-28-3,Revisión mensual (20 min),reading,2,50,2026-03-26 00:18:52.013,,5
revision-trimestral-1-hora,course-28-3,Revisión trimestral (1 hora),reading,3,50,2026-03-26 00:18:52.556,,5
riesgo-de-estafa-seguridad,course-25-1,Riesgo de estafa (seguridad),reading,4,50,2026-03-26 00:18:15.224,,5
riesgo-de-liquidez-no-poder-sacar-dinero,course-25-1,Riesgo de liquidez (no poder sacar dinero),reading,3,50,2026-03-26 00:18:14.682,,5
riesgo-de-mercado-concepto-simple,course-25-1,Riesgo de mercado (concepto simple),reading,1,50,2026-03-26 00:18:13.493,,5
riesgo-personal-deuda-ingresos-emergencias,course-25-1,"Riesgo personal (deuda, ingresos, emergencias)",reading,2,50,2026-03-26 00:18:14.14,,5
riesgo-vs-recompensa-sin-formula,course-25-2,Riesgo vs recompensa (sin fórmula),reading,3,50,2026-03-26 00:18:18.053,,5
riesgos-que-si-controlas-habitos,course-25-3,Riesgos que sí controlas (hábitos),reading,1,50,2026-03-26 00:18:20.225,,5
riesgos-tipicos-en-jovenes-salud-robo-accidente,course-16-1,"Riesgos típicos en jóvenes (salud, robo, accidente)",reading,2,50,2026-03-26 00:16:40.527,,5
